"subject" "activityName" "activity" "variable" "value"
"962" "2" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.10283790806383
"963" "3" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.362240245489796
"964" "4" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.479185977111111
"965" "5" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.325891435319149
"966" "6" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.320204232520417
"967" "7" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.0636402447755319
"968" "8" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" 0.1337170395
"969" "9" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.00771530035714285
"970" "10" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.183557562032895
"971" "11" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.324026938043478
"972" "12" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.425017413478261
"973" "13" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.158333146191489
"974" "14" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" 0.451576075111111
"975" "15" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.281982181666667
"976" "16" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" 0.0114353944787234
"977" "17" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.231064156615217
"978" "18" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.418610127454545
"979" "19" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" 0.049322451025641
"980" "20" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.160938536488889
"981" "21" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.0717893558666667
"982" "22" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.325722718055556
"983" "23" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" 0.229898742944444
"984" "24" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.205566380745455
"985" "25" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.457972381896552
"986" "26" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.284807676
"987" "27" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.240040783340909
"988" "28" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.341031811521739
"989" "29" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.223177999879167
"990" "30" "WALKING_DOWNSTAIRS" "3" "tBodyAccstdZ" -0.217275690290323
"991" "1" "SITTING" "4" "tBodyAccstdZ" -0.93958629106383
"992" "2" "SITTING" "4" "tBodyAccstdZ" -0.95982817173913
"993" "3" "SITTING" "4" "tBodyAccstdZ" -0.875110175384615
"994" "4" "SITTING" "4" "tBodyAccstdZ" -0.9322030066
"995" "5" "SITTING" "4" "tBodyAccstdZ" -0.926094740227273
"996" "6" "SITTING" "4" "tBodyAccstdZ" -0.925797097090909
"997" "7" "SITTING" "4" "tBodyAccstdZ" -0.8565329414375
"998" "8" "SITTING" "4" "tBodyAccstdZ" -0.939553030217391
"999" "9" "SITTING" "4" "tBodyAccstdZ" -0.83200187268
"1000" "10" "SITTING" "4" "tBodyAccstdZ" -0.967826981666667
"1001" "11" "SITTING" "4" "tBodyAccstdZ" -0.968370181886792
"1002" "12" "SITTING" "4" "tBodyAccstdZ" -0.939661889019608
"1003" "13" "SITTING" "4" "tBodyAccstdZ" -0.938641215510204
"1004" "14" "SITTING" "4" "tBodyAccstdZ" -0.922774835740741
"1005" "15" "SITTING" "4" "tBodyAccstdZ" -0.949338025084746
"1006" "16" "SITTING" "4" "tBodyAccstdZ" -0.939672247101449
"1007" "17" "SITTING" "4" "tBodyAccstdZ" -0.96572919578125
"1008" "18" "SITTING" "4" "tBodyAccstdZ" -0.977572717017544
"1009" "19" "SITTING" "4" "tBodyAccstdZ" -0.951929615068493
"1010" "20" "SITTING" "4" "tBodyAccstdZ" -0.929106396818182
"1011" "21" "SITTING" "4" "tBodyAccstdZ" -0.959567861764706
"1012" "22" "SITTING" "4" "tBodyAccstdZ" -0.917564853870968
"1013" "23" "SITTING" "4" "tBodyAccstdZ" -0.905584390323529
"1014" "24" "SITTING" "4" "tBodyAccstdZ" -0.957056111470588
"1015" "25" "SITTING" "4" "tBodyAccstdZ" -0.965139552153846
"1016" "26" "SITTING" "4" "tBodyAccstdZ" -0.950004414102564
"1017" "27" "SITTING" "4" "tBodyAccstdZ" -0.965858735142857
"1018" "28" "SITTING" "4" "tBodyAccstdZ" -0.936667245694444
"1019" "29" "SITTING" "4" "tBodyAccstdZ" -0.968063878166667
"1020" "30" "SITTING" "4" "tBodyAccstdZ" -0.950654041290323
"1021" "1" "STANDING" "5" "tBodyAccstdZ" -0.979775876981132
"1022" "2" "STANDING" "5" "tBodyAccstdZ" -0.949741851296296
"1023" "3" "STANDING" "5" "tBodyAccstdZ" -0.911419015081967
"1024" "4" "STANDING" "5" "tBodyAccstdZ" -0.896880538392857
"1025" "5" "STANDING" "5" "tBodyAccstdZ" -0.869327321785714
"1026" "6" "STANDING" "5" "tBodyAccstdZ" -0.925692371929825
"1027" "7" "STANDING" "5" "tBodyAccstdZ" -0.917064168490566
"1028" "8" "STANDING" "5" "tBodyAccstdZ" -0.926065255185185
"1029" "9" "STANDING" "5" "tBodyAccstdZ" -0.919295805777778
"1030" "10" "STANDING" "5" "tBodyAccstdZ" -0.941271440454545
"1031" "11" "STANDING" "5" "tBodyAccstdZ" -0.986382712765957
"1032" "12" "STANDING" "5" "tBodyAccstdZ" -0.920684800114754
"1033" "13" "STANDING" "5" "tBodyAccstdZ" -0.967538031754386
"1034" "14" "STANDING" "5" "tBodyAccstdZ" -0.9222763115
"1035" "15" "STANDING" "5" "tBodyAccstdZ" -0.951670257924528
"1036" "16" "STANDING" "5" "tBodyAccstdZ" -0.953468961666667
"1037" "17" "STANDING" "5" "tBodyAccstdZ" -0.970462679230769
"1038" "18" "STANDING" "5" "tBodyAccstdZ" -0.961873909178082
"1039" "19" "STANDING" "5" "tBodyAccstdZ" -0.952599653972603
"1040" "20" "STANDING" "5" "tBodyAccstdZ" -0.913142481643836
"1041" "21" "STANDING" "5" "tBodyAccstdZ" -0.946123407078652
"1042" "22" "STANDING" "5" "tBodyAccstdZ" -0.942201655238095
"1043" "23" "STANDING" "5" "tBodyAccstdZ" -0.929409745147059
"1044" "24" "STANDING" "5" "tBodyAccstdZ" -0.930283530144928
"1045" "25" "STANDING" "5" "tBodyAccstdZ" -0.964642688108108
"1046" "26" "STANDING" "5" "tBodyAccstdZ" -0.962988401351351
"1047" "27" "STANDING" "5" "tBodyAccstdZ" -0.962408444875
"1048" "28" "STANDING" "5" "tBodyAccstdZ" -0.905123824177215
"1049" "29" "STANDING" "5" "tBodyAccstdZ" -0.980207488923077
"1050" "30" "STANDING" "5" "tBodyAccstdZ" -0.912850596949152
"1051" "1" "LAYING" "6" "tBodyAccstdZ" -0.826061401628
"1052" "2" "LAYING" "6" "tBodyAccstdZ" -0.984233296875
"1053" "3" "LAYING" "6" "tBodyAccstdZ" -0.96369103483871
"1054" "4" "LAYING" "6" "tBodyAccstdZ" -0.962667314814815
"1055" "5" "LAYING" "6" "tBodyAccstdZ" -0.968562516346154
"1056" "6" "LAYING" "6" "tBodyAccstdZ" -0.925216100350877
"1057" "7" "LAYING" "6" "tBodyAccstdZ" -0.952978365961539
"1058" "8" "LAYING" "6" "tBodyAccstdZ" -0.932491454407407
"1059" "9" "LAYING" "6" "tBodyAccstdZ" -0.9407072854
"1060" "10" "LAYING" "6" "tBodyAccstdZ" -0.95947148637931
"1061" "11" "LAYING" "6" "tBodyAccstdZ" -0.971311176842105
"1062" "12" "LAYING" "6" "tBodyAccstdZ" -0.9483338435
"1063" "13" "LAYING" "6" "tBodyAccstdZ" -0.950392995483871
"1064" "14" "LAYING" "6" "tBodyAccstdZ" -0.900331921686275
"1065" "15" "LAYING" "6" "tBodyAccstdZ" -0.929586835277778
"1066" "16" "LAYING" "6" "tBodyAccstdZ" -0.965490276285714
"1067" "17" "LAYING" "6" "tBodyAccstdZ" -0.953476700140845
"1068" "18" "LAYING" "6" "tBodyAccstdZ" -0.987658662307692
"1069" "19" "LAYING" "6" "tBodyAccstdZ" -0.984672837228916
"1070" "20" "LAYING" "6" "tBodyAccstdZ" -0.972571998382353
"1071" "21" "LAYING" "6" "tBodyAccstdZ" -0.945653787777778
"1072" "22" "LAYING" "6" "tBodyAccstdZ" -0.942945807916667
"1073" "23" "LAYING" "6" "tBodyAccstdZ" -0.973223495416667
"1074" "24" "LAYING" "6" "tBodyAccstdZ" -0.973566958888889
"1075" "25" "LAYING" "6" "tBodyAccstdZ" -0.717262004013699
"1076" "26" "LAYING" "6" "tBodyAccstdZ" -0.984500013157895
"1077" "27" "LAYING" "6" "tBodyAccstdZ" -0.986636996081081
"1078" "28" "LAYING" "6" "tBodyAccstdZ" -0.956450342875
"1079" "29" "LAYING" "6" "tBodyAccstdZ" -0.987255149855072
"1080" "30" "LAYING" "6" "tBodyAccstdZ" -0.967044236428571
"1081" "1" "WALKING" "1" "tGravityAccmeanX" 0.935223201473684
"1082" "2" "WALKING" "1" "tGravityAccmeanX" 0.91301733338983
"1083" "3" "WALKING" "1" "tGravityAccmeanX" 0.936506743275862
"1084" "4" "WALKING" "1" "tGravityAccmeanX" 0.963999696833333
"1085" "5" "WALKING" "1" "tGravityAccmeanX" 0.972624959821429
"1086" "6" "WALKING" "1" "tGravityAccmeanX" 0.958067455087719
"1087" "7" "WALKING" "1" "tGravityAccmeanX" 0.932566472280702
"1088" "8" "WALKING" "1" "tGravityAccmeanX" 0.913586347916667
"1089" "9" "WALKING" "1" "tGravityAccmeanX" 0.951867079615385
"1090" "10" "WALKING" "1" "tGravityAccmeanX" 0.963092149811321
"1091" "11" "WALKING" "1" "tGravityAccmeanX" 0.946468451355932
"1092" "12" "WALKING" "1" "tGravityAccmeanX" 0.9668735148
"1093" "13" "WALKING" "1" "tGravityAccmeanX" 0.910855709298246
"1094" "14" "WALKING" "1" "tGravityAccmeanX" 0.802973961525424
"1095" "15" "WALKING" "1" "tGravityAccmeanX" 0.951524391481481
"1096" "16" "WALKING" "1" "tGravityAccmeanX" 0.925981326078431
"1097" "17" "WALKING" "1" "tGravityAccmeanX" 0.92811236852459
"1098" "18" "WALKING" "1" "tGravityAccmeanX" 0.92386524875
"1099" "19" "WALKING" "1" "tGravityAccmeanX" 0.935222559230769
"1100" "20" "WALKING" "1" "tGravityAccmeanX" 0.899965205686274
"1101" "21" "WALKING" "1" "tGravityAccmeanX" 0.862524800961538
"1102" "22" "WALKING" "1" "tGravityAccmeanX" 0.936096410434783
"1103" "23" "WALKING" "1" "tGravityAccmeanX" 0.939809688644068
"1104" "24" "WALKING" "1" "tGravityAccmeanX" 0.95970108137931
"1105" "25" "WALKING" "1" "tGravityAccmeanX" 0.937483114459459
"1106" "26" "WALKING" "1" "tGravityAccmeanX" 0.960647754576271
"1107" "27" "WALKING" "1" "tGravityAccmeanX" 0.944759287368421
"1108" "28" "WALKING" "1" "tGravityAccmeanX" 0.942930275555556
"1109" "29" "WALKING" "1" "tGravityAccmeanX" 0.96237438509434
"1110" "30" "WALKING" "1" "tGravityAccmeanX" 0.965217551076923
"1111" "1" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.89335109754717
"1112" "2" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.790717418541667
"1113" "3" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.883533436101695
"1114" "4" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.946264314423077
"1115" "5" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.936821834893617
"1116" "6" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.913632241568627
"1117" "7" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.81874656
"1118" "8" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.860368718780488
"1119" "9" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.902647777755102
"1120" "10" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.931861027446809
"1121" "11" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.892626155555556
"1122" "12" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.938371473269231
"1123" "13" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.847634313454545
"1124" "14" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.688256122222222
"1125" "15" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.918544812291667
"1126" "16" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.826874282745098
"1127" "17" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.853530565833333
"1128" "18" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.883330258448276
"1129" "19" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.8294283725
"1130" "20" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.777095717058824
"1131" "21" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.781177210851064
"1132" "22" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.889454382857143
"1133" "23" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.843438810196078
"1134" "24" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.906369500508475
"1135" "25" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.927693239538462
"1136" "26" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.942095257090909
"1137" "27" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.868000278627451
"1138" "28" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.854508231764706
"1139" "29" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.929258953877551
"1140" "30" "WALKING_UPSTAIRS" "2" "tGravityAccmeanX" 0.93182983
"1141" "1" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.931874418979592
"1142" "2" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.861831345531915
"1143" "3" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.939057787755102
"1144" "4" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.947731858666667
"1145" "5" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.956649352553192
"1146" "6" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.928531455208333
"1147" "7" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.930623632765957
"1148" "8" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.914023498421053
"1149" "9" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.938417773333333
"1150" "10" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.939807421052632
"1151" "11" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.941746406521739
"1152" "12" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.949861980652174
"1153" "13" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.941875619787234
"1154" "14" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.81629643
"1155" "15" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.932302200476191
"1156" "16" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.917818427021277
"1157" "17" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.928817578043478
"1158" "18" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.932277478363636
"1159" "19" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.881940855128205
"1160" "20" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.91972663
"1161" "21" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.872683205555556
"1162" "22" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.921820641944444
"1163" "23" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.923711401296296
"1164" "24" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.950883416727273
"1165" "25" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.929627532241379
"1166" "26" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.9467972718
"1167" "27" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.931380178636364
"1168" "28" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.929291680434783
"1169" "29" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.948486215
"1170" "30" "WALKING_DOWNSTAIRS" "3" "tGravityAccmeanX" 0.958000491451613
"1171" "1" "SITTING" "4" "tGravityAccmeanX" 0.831509933404255
"1172" "2" "SITTING" "4" "tGravityAccmeanX" 0.940477273043478
"1173" "3" "SITTING" "4" "tGravityAccmeanX" 0.901098984615385
"1174" "4" "SITTING" "4" "tGravityAccmeanX" 0.8693030064
"1175" "5" "SITTING" "4" "tGravityAccmeanX" 0.880731443863636
"1176" "6" "SITTING" "4" "tGravityAccmeanX" 0.933692934909091
"1177" "7" "SITTING" "4" "tGravityAccmeanX" 0.969147824375
"1178" "8" "SITTING" "4" "tGravityAccmeanX" 0.832453878043478
"1179" "9" "SITTING" "4" "tGravityAccmeanX" 0.9163245106
"1180" "10" "SITTING" "4" "tGravityAccmeanX" 0.791887198148148
"1181" "11" "SITTING" "4" "tGravityAccmeanX" 0.871963798301887
"1182" "12" "SITTING" "4" "tGravityAccmeanX" 0.926228975490196
"1183" "13" "SITTING" "4" "tGravityAccmeanX" 0.92557651244898
"1184" "14" "SITTING" "4" "tGravityAccmeanX" 0.939038759814815
"1185" "15" "SITTING" "4" "tGravityAccmeanX" 0.89036426220339
"1186" "16" "SITTING" "4" "tGravityAccmeanX" 0.942457377971014
"1187" "17" "SITTING" "4" "tGravityAccmeanX" 0.94488374765625
"1188" "18" "SITTING" "4" "tGravityAccmeanX" 0.909816469298246
"1189" "19" "SITTING" "4" "tGravityAccmeanX" 0.581371509041096
"1190" "20" "SITTING" "4" "tGravityAccmeanX" 0.924454522424242
"1191" "21" "SITTING" "4" "tGravityAccmeanX" 0.940031368
"1192" "22" "SITTING" "4" "tGravityAccmeanX" 0.839305928709677
"1193" "23" "SITTING" "4" "tGravityAccmeanX" 0.936509242941176
"1194" "24" "SITTING" "4" "tGravityAccmeanX" 0.919637604411765
"1195" "25" "SITTING" "4" "tGravityAccmeanX" 0.865686078153846
"1196" "26" "SITTING" "4" "tGravityAccmeanX" 0.782955611794872
"1197" "27" "SITTING" "4" "tGravityAccmeanX" 0.839464714
"1198" "28" "SITTING" "4" "tGravityAccmeanX" 0.907331309166667
"1199" "29" "SITTING" "4" "tGravityAccmeanX" 0.891563755166667
"1200" "30" "SITTING" "4" "tGravityAccmeanX" 0.825473836935484
"1201" "1" "STANDING" "5" "tGravityAccmeanX" 0.942952000377358
"1202" "2" "STANDING" "5" "tGravityAccmeanX" 0.896928566851852
"1203" "3" "STANDING" "5" "tGravityAccmeanX" 0.93503077852459
"1204" "4" "STANDING" "5" "tGravityAccmeanX" 0.95619779125
"1205" "5" "STANDING" "5" "tGravityAccmeanX" 0.960188699107143
"1206" "6" "STANDING" "5" "tGravityAccmeanX" 0.945139003859649
"1207" "7" "STANDING" "5" "tGravityAccmeanX" 0.958728687924528
"1208" "8" "STANDING" "5" "tGravityAccmeanX" 0.957669921111111
"1209" "9" "STANDING" "5" "tGravityAccmeanX" 0.961323502222222
"1210" "10" "STANDING" "5" "tGravityAccmeanX" 0.954008785454545
"1211" "11" "STANDING" "5" "tGravityAccmeanX" 0.956464535957447
"1212" "12" "STANDING" "5" "tGravityAccmeanX" 0.957317821803279
"1213" "13" "STANDING" "5" "tGravityAccmeanX" 0.942695296842105
"1214" "14" "STANDING" "5" "tGravityAccmeanX" 0.875319569
"1215" "15" "STANDING" "5" "tGravityAccmeanX" 0.965528899622642
"1216" "16" "STANDING" "5" "tGravityAccmeanX" 0.941587749358974
"1217" "17" "STANDING" "5" "tGravityAccmeanX" 0.904678547435897
"1218" "18" "STANDING" "5" "tGravityAccmeanX" 0.947573239863014
"1219" "19" "STANDING" "5" "tGravityAccmeanX" 0.944045837534247
"1220" "20" "STANDING" "5" "tGravityAccmeanX" 0.911231752465753
"1221" "21" "STANDING" "5" "tGravityAccmeanX" 0.881213341910112
"1222" "22" "STANDING" "5" "tGravityAccmeanX" 0.954064297619048
"1223" "23" "STANDING" "5" "tGravityAccmeanX" 0.919857125882353
"1224" "24" "STANDING" "5" "tGravityAccmeanX" 0.96644228
"1225" "25" "STANDING" "5" "tGravityAccmeanX" 0.929794733108108
"1226" "26" "STANDING" "5" "tGravityAccmeanX" 0.965460891621622
"1227" "27" "STANDING" "5" "tGravityAccmeanX" 0.965351492
"1228" "28" "STANDING" "5" "tGravityAccmeanX" 0.948514848481013
"1229" "29" "STANDING" "5" "tGravityAccmeanX" 0.974508732
"1230" "30" "STANDING" "5" "tGravityAccmeanX" 0.968556705084746
"1231" "1" "LAYING" "6" "tGravityAccmeanX" -0.24888179828
"1232" "2" "LAYING" "6" "tGravityAccmeanX" -0.509754238125
"1233" "3" "LAYING" "6" "tGravityAccmeanX" -0.241758478064516
"1234" "4" "LAYING" "6" "tGravityAccmeanX" -0.420664662222222
"1235" "5" "LAYING" "6" "tGravityAccmeanX" -0.483470597692308
"1236" "6" "LAYING" "6" "tGravityAccmeanX" -0.47670987877193
"1237" "7" "LAYING" "6" "tGravityAccmeanX" -0.502814250576923
"1238" "8" "LAYING" "6" "tGravityAccmeanX" -0.405930036111111
"1239" "9" "LAYING" "6" "tGravityAccmeanX" -0.5802528348
"1240" "10" "LAYING" "6" "tGravityAccmeanX" -0.453069737586207
"1241" "11" "LAYING" "6" "tGravityAccmeanX" -0.134832031403509
"1242" "12" "LAYING" "6" "tGravityAccmeanX" -0.3785920653
"1243" "13" "LAYING" "6" "tGravityAccmeanX" -0.156852206467742
"1244" "14" "LAYING" "6" "tGravityAccmeanX" -0.145483631627451
"1245" "15" "LAYING" "6" "tGravityAccmeanX" -0.1719930545
"1246" "16" "LAYING" "6" "tGravityAccmeanX" -0.206783742242857
"1247" "17" "LAYING" "6" "tGravityAccmeanX" -0.19913309
"1248" "18" "LAYING" "6" "tGravityAccmeanX" -0.220600509076923
"1249" "19" "LAYING" "6" "tGravityAccmeanX" -0.680043155060241
"1250" "20" "LAYING" "6" "tGravityAccmeanX" -0.472431415573529
"1251" "21" "LAYING" "6" "tGravityAccmeanX" -0.174349174822222
"1252" "22" "LAYING" "6" "tGravityAccmeanX" -0.418494577083333
"1253" "23" "LAYING" "6" "tGravityAccmeanX" -0.391564962777778
"1254" "24" "LAYING" "6" "tGravityAccmeanX" -0.359292534027778
"1255" "25" "LAYING" "6" "tGravityAccmeanX" -0.461102531369863
"1256" "26" "LAYING" "6" "tGravityAccmeanX" -0.621309715263158
"1257" "27" "LAYING" "6" "tGravityAccmeanX" -0.530434604864865
"1258" "28" "LAYING" "6" "tGravityAccmeanX" -0.490334541875
"1259" "29" "LAYING" "6" "tGravityAccmeanX" -0.346789842753623
"1260" "30" "LAYING" "6" "tGravityAccmeanX" -0.344737755285714
"1261" "1" "WALKING" "1" "tGravityAccmeanY" -0.282165021263158
"1262" "2" "WALKING" "1" "tGravityAccmeanY" -0.34660709
"1263" "3" "WALKING" "1" "tGravityAccmeanY" -0.261986357931034
"1264" "4" "WALKING" "1" "tGravityAccmeanY" -0.0858540265666667
"1265" "5" "WALKING" "1" "tGravityAccmeanY" -0.100440285303571
"1266" "6" "WALKING" "1" "tGravityAccmeanY" -0.214694852280702
"1267" "7" "WALKING" "1" "tGravityAccmeanY" -0.159097003684211
"1268" "8" "WALKING" "1" "tGravityAccmeanY" -0.217102194583333
"1269" "9" "WALKING" "1" "tGravityAccmeanY" -0.0314341738730769
"1270" "10" "WALKING" "1" "tGravityAccmeanY" -0.0838277013962264
"1271" "11" "WALKING" "1" "tGravityAccmeanY" -0.212045870169492
"1272" "12" "WALKING" "1" "tGravityAccmeanY" -0.1559834498
"1273" "13" "WALKING" "1" "tGravityAccmeanY" -0.283658580877193
"1274" "14" "WALKING" "1" "tGravityAccmeanY" -0.270314822881356
"1275" "15" "WALKING" "1" "tGravityAccmeanY" -0.233918282592593
"1276" "16" "WALKING" "1" "tGravityAccmeanY" -0.0668246472745098
"1277" "17" "WALKING" "1" "tGravityAccmeanY" -0.179927382704918
"1278" "18" "WALKING" "1" "tGravityAccmeanY" -0.254317085892857
"1279" "19" "WALKING" "1" "tGravityAccmeanY" -0.2233381
"1280" "20" "WALKING" "1" "tGravityAccmeanY" -0.344443913137255
"1281" "21" "WALKING" "1" "tGravityAccmeanY" -0.370984549423077
"1282" "22" "WALKING" "1" "tGravityAccmeanY" -0.259644937173913
"1283" "23" "WALKING" "1" "tGravityAccmeanY" -0.16176137
"1284" "24" "WALKING" "1" "tGravityAccmeanY" -0.115116241810345
"1285" "25" "WALKING" "1" "tGravityAccmeanY" -0.127315870743243
"1286" "26" "WALKING" "1" "tGravityAccmeanY" -0.133922185084746
"1287" "27" "WALKING" "1" "tGravityAccmeanY" -0.187497034561404
"1288" "28" "WALKING" "1" "tGravityAccmeanY" -0.229316151481481
"1289" "29" "WALKING" "1" "tGravityAccmeanY" -0.127318078679245
"1290" "30" "WALKING" "1" "tGravityAccmeanY" -0.157673823846154
"1291" "1" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.362153364339623
"1292" "2" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.416214890416667
"1293" "3" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.382851153728814
"1294" "4" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.232944304615385
"1295" "5" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.265942569148936
"1296" "6" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.340732608823529
"1297" "7" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.240950944117647
"1298" "8" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.291341491707317
"1299" "9" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.0377947824285714
"1300" "10" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.0565670278723404
"1301" "11" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.343576924814815
"1302" "12" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.259144202692308
"1303" "13" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.357404501636364
"1304" "14" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.322680364814815
"1305" "15" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.3149610125
"1306" "16" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.0805926025490196
"1307" "17" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.284153753333333
"1308" "18" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.316619946206897
"1309" "19" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.3871007085
"1310" "20" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.479894842941176
"1311" "21" "WALKING_UPSTAIRS" "2" "tGravityAccmeanY" -0.432309617446809
